"aquaticSiteType","siteID","locationID","year","samplingImpractical","habitatType","samplerType","targetTaxaPresent","sampleCollected","benthicArea","sampleDepth","growthForm","taxonID","class","arealAdjDryMass","arealAdjAshFreeDryMass","chemSubsampleID","biomass","type"
"stream","POSE","Q5",2022,NA,"pool","mini quadrat","N",NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","POSE","Q7",2022,NA,"riffle","mini quadrat","N",NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","POSE","Q6",2022,NA,"riffle","mini quadrat","N",NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","POSE","Q8",2022,NA,"riffle","mini quadrat","N",NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","POSE","Q9",2022,NA,"riffle","mini quadrat","N",NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","POSE","Q10",2022,NA,"riffle","mini quadrat","N",NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"lake","BARC","P9",2014,NA,"littoral","rake","Y","Y",1.6,1.3,"emergent","JUEF","Liliopsida",NA,NA,"BARC.20140701.JUEF.9",NA,"plant"
"lake","BARC","P9",2014,NA,"littoral","rake","Y","Y",1.6,1.3,"emergent","UNKALG",NA,NA,NA,NA,NA,"plant"
"lake","BARC","P8",2014,NA,"littoral","rake","Y","Y",1.6,0.9,"emergent","LEHE","Liliopsida",NA,NA,"BARC.20140701.LEHE.8",NA,"plant"
"lake","BARC","P8",2014,NA,"littoral","rake","Y","Y",1.6,0.9,"emergent","FUSC","Liliopsida",NA,NA,"BARC.20140701.FUSC.8",NA,"plant"
"lake","BARC","P8",2014,NA,"littoral","rake","Y","Y",1.6,0.9,"emergent","LUSU11","Magnoliopsida",NA,NA,"BARC.20140701.LUSU11.8",NA,"plant"
"lake","BARC","P1",2014,NA,"littoral","rake","Y","Y",1.6,4.4,"submerged","UNKALG",NA,NA,NA,NA,NA,"plant"
"lake","BARC","P6",2014,NA,"littoral","rake","Y","Y",1.6,4.9,"submerged","ELBA2","Liliopsida",NA,NA,"BARC.20140701.ELBA2.6",NA,"plant"
"lake","BARC","P6",2014,NA,"littoral","rake","Y","Y",1.6,4.9,"submerged","UNKALG",NA,NA,NA,NA,NA,"plant"
"lake","BARC","P6",2014,NA,"littoral","rake","Y","Y",1.6,4.9,"submerged","UTFO","Magnoliopsida",NA,NA,"BARC.20140701.UTFO.6",NA,"plant"
"lake","BARC","P10",2014,NA,"littoral","rake","Y","Y",1.6,2.9,"submerged","UTFO","Magnoliopsida",NA,NA,"BARC.20140701.UTFO.10",NA,"plant"
"lake","BARC","P10",2014,NA,"littoral","rake","Y","Y",1.6,2.9,"submerged","UNKALG",NA,NA,NA,NA,NA,"plant"
"lake","BARC","P7",2014,NA,"littoral","rake","Y","Y",1.6,2,"emergent","LEHE","Liliopsida",NA,NA,"BARC.20140701.LEHE.7",NA,"plant"
"lake","BARC","P7",2014,NA,"littoral","rake","Y","Y",1.6,2,"emergent","HYFA","Magnoliopsida",NA,NA,"BARC.20140701.HYFA.7",NA,"plant"
"lake","BARC","P7",2014,NA,"littoral","rake","Y","Y",1.6,2,"emergent","UNKALG",NA,NA,NA,NA,NA,"plant"
"lake","BARC","P2",2014,NA,"littoral","rake","Y","Y",1.6,1.9,"submerged","LEHE","Liliopsida",NA,NA,"BARC.20140701.LEHE.2",NA,"plant"
"lake","BARC","P3",2014,NA,"littoral","rake","Y","Y",1.6,3.4,"submerged","UTFO","Magnoliopsida",NA,NA,"BARC.20140701.UTFO.3",NA,"plant"
"lake","BARC","P3",2014,NA,"littoral","rake","Y","Y",1.6,3.4,"submerged","ELBA2","Liliopsida",NA,NA,"BARC.20140701.ELBA2.3",NA,"plant"
"lake","BARC","P5",2014,NA,"littoral","rake","Y","Y",1.6,4.6,"submerged","ELBA2","Liliopsida",NA,NA,"BARC.20140701.ELBA2.5",NA,"plant"
"lake","BARC","P5",2014,NA,"littoral","rake","Y","Y",1.6,4.6,"submerged","UTFO","Magnoliopsida",NA,NA,"BARC.20140701.UTFO.5",NA,"plant"
"lake","BARC","P4",2014,NA,"littoral","rake","Y","Y",1.6,1.3,"emergent","UNKALG",NA,NA,NA,NA,NA,"plant"
"lake","BARC","P4",2014,NA,"littoral","rake","Y","Y",1.6,1.3,"emergent","FUSC","Liliopsida",NA,NA,"BARC.20140701.FUSC.4",NA,"plant"
"lake","BARC","P5",2015,NA,"littoral","rake","Y","Y",1.6,2.9,"submerged","UNKALG",NA,17.88,NA,NA,14.8160396825397,"plant"
"lake","BARC","P5",2015,NA,"littoral","rake","Y","Y",1.6,2.9,"submerged","SAGR","Liliopsida",12.47,NA,NA,10.3331104497355,"plant"
"lake","BARC","P5",2015,NA,"littoral","rake","Y","Y",1.6,2.9,"submerged","UTFO","Magnoliopsida",25.23,NA,NA,20.9065257936508,"plant"
"lake","BARC","P9",2015,NA,"littoral","rake","Y","Y",1.6,1.7,"emergent","ELBA2","Liliopsida",36.73,NA,NA,30.4358578042328,"plant"
"lake","BARC","P9",2015,NA,"littoral","rake","Y","Y",1.6,1.7,"emergent","UTFO","Magnoliopsida",14.78,NA,NA,12.2472632275132,"plant"
"lake","BARC","P1",2015,NA,"littoral","rake","Y","Y",1.6,3.4,"submerged","UTFO","Magnoliopsida",18.59,NA,NA,15.4043723544974,"plant"
"lake","BARC","P1",2015,NA,"littoral","rake","Y","Y",1.6,3.4,"submerged","SAGR","Liliopsida",11.39,NA,NA,9.43818187830688,"plant"
"lake","BARC","P1",2015,NA,"littoral","rake","Y","Y",1.6,3.4,"submerged","UNKALG",NA,19.16,NA,NA,15.8766957671958,"plant"
"lake","BARC","P3",2015,NA,"littoral","rake","Y","Y",1.6,4.9,"submerged","UTFO","Magnoliopsida",16.68,NA,NA,13.8216746031746,"plant"
"lake","BARC","P2",2015,NA,"littoral","rake","Y","Y",1.6,3,"submerged","SAGR","Liliopsida",10.15,NA,NA,8.4106712962963,"plant"
"lake","BARC","P2",2015,NA,"littoral","rake","Y","Y",1.6,3,"submerged","UNKALG",NA,30.21,NA,NA,25.0331408730159,"plant"
"lake","BARC","P2",2015,NA,"littoral","rake","Y","Y",1.6,3,"submerged","UTFO","Magnoliopsida",19.09,NA,NA,15.8186911375661,"plant"
"lake","BARC","P4",2015,NA,"littoral","rake","Y","Y",1.6,4.8,"submerged","UNKALG",NA,5.41,NA,NA,4.48292923280423,"plant"
"lake","BARC","P4",2015,NA,"littoral","rake","Y","Y",1.6,4.8,"submerged","UTFO","Magnoliopsida",16.94,NA,NA,14.0371203703704,"plant"
"lake","BARC","P4",2015,NA,"littoral","rake","Y","Y",1.6,4.8,"submerged","SAGR","Liliopsida",2.88,NA,NA,2.38647619047619,"plant"
"lake","BARC","P7",2015,NA,"littoral","rake","Y","Y",1.6,5,"submerged","UTFO","Magnoliopsida",12.33,NA,NA,10.2171011904762,"plant"
"lake","BARC","P7",2015,NA,"littoral","rake","Y","Y",1.6,5,"submerged","UNKALG",NA,18.99,NA,NA,15.7358273809524,"plant"
"lake","BARC","P10",2015,NA,"littoral","rake","Y","Y",1.6,0.6,"emergent","ELBA2","Liliopsida",20.07,NA,NA,16.630755952381,"plant"
"lake","BARC","P10",2015,NA,"littoral","rake","Y","Y",1.6,0.6,"emergent","LEHE","Liliopsida",2.82,NA,NA,2.33675793650794,"plant"
"lake","BARC","P6",2015,NA,"littoral","rake","Y","Y",1.6,2.6,"submerged","UNKALG",NA,18.12,NA,NA,15.0149126984127,"plant"
"lake","BARC","P6",2015,NA,"littoral","rake","Y","Y",1.6,2.6,"submerged","SAGR","Liliopsida",12.14,NA,NA,10.0596600529101,"plant"
"lake","BARC","P6",2015,NA,"littoral","rake","Y","Y",1.6,2.6,"submerged","UTFO","Magnoliopsida",12.36,NA,NA,10.2419603174603,"plant"
"lake","BARC","P8",2015,NA,"littoral","rake","Y","Y",1.6,4.6,"submerged","SAGR","Liliopsida",2.96,NA,NA,2.4527671957672,"plant"
"lake","BARC","P8",2015,NA,"littoral","rake","Y","Y",1.6,4.6,"submerged","UNKALG",NA,7.77,NA,NA,6.43851388888889,"plant"
"lake","BARC","P8",2015,NA,"littoral","rake","Y","Y",1.6,4.6,"submerged","UTFO","Magnoliopsida",56.52,NA,NA,46.8345952380952,"plant"
"lake","BARC","P4",2016,NA,"littoral","rake","Y","Y",1.6,3.2,"submerged","UTPU","Magnoliopsida",0.73,0.5,"BARC.20160620.UTPU.P4",0.5,"plant"
"lake","BARC","P4",2016,NA,"littoral","rake","Y","Y",1.6,3.2,"submerged","UTFL","Magnoliopsida",11.63,8.16,"BARC.20160620.UTFL.P4",8.16,"plant"
"lake","BARC","P4",2016,NA,"littoral","rake","Y","Y",1.6,3.2,"submerged","UNKALG",NA,7.55,2.93,NA,2.93,"plant"
"lake","BARC","P4",2016,NA,"littoral","rake","Y","Y",1.6,3.2,"submerged","2PLANT",NA,0.13,0.08,NA,0.08,"plant"
"lake","BARC","P5",2016,NA,"littoral","rake","Y","Y",1.6,4.9,"submerged","UTFL","Magnoliopsida",36.4,28.13,"BARC.20160620.UTFL.P5",28.13,"plant"
"lake","BARC","P5",2016,NA,"littoral","rake","Y","Y",1.6,4.9,"submerged","UNKALG",NA,13.63,8.6,NA,8.6,"plant"
"lake","BARC","P3",2016,NA,"littoral","rake","Y","Y",1.6,1.8,"emergent","UTFL","Magnoliopsida",1.35,1.17,"BARC.20160620.UTFL.P3",1.17,"plant"
"lake","BARC","P3",2016,NA,"littoral","rake","Y","Y",1.6,1.8,"emergent","UNKALG",NA,3.33,2.82,NA,2.82,"plant"
"lake","BARC","P3",2016,NA,"littoral","rake","Y","Y",1.6,1.8,"emergent","FUSC","Liliopsida",13.75,12.6,"BARC.20160620.FUSC.P3",12.6,"plant"
"lake","BARC","P8",2016,NA,"littoral","rake","Y","Y",1.6,4.1,"submerged","2PLANT",NA,0.02,0.01,"BARC.20160620.ELEOCHARISCG.P8",0.01,"plant"
"lake","BARC","P8",2016,NA,"littoral","rake","Y","Y",1.6,4.1,"submerged","UNKALG",NA,1.36,0.64,NA,0.64,"plant"
"lake","BARC","P8",2016,NA,"littoral","rake","Y","Y",1.6,4.1,"submerged","UTFL","Magnoliopsida",4.09,3.02,"BARC.20160620.UTFL.P8",3.02,"plant"
"lake","BARC","P10",2016,NA,"littoral","rake","Y","Y",1.6,1.5,"emergent","UNKALG",NA,0.91,0.82,NA,0.82,"plant"
"lake","BARC","P10",2016,NA,"littoral","rake","Y","Y",1.6,1.5,"emergent","UTFL","Magnoliopsida",0.73,0.66,"BARC.20160620.UTFL.P10",0.66,"plant"
"lake","BARC","P10",2016,NA,"littoral","rake","Y","Y",1.6,1.5,"emergent","LEHE","Liliopsida",14.83,13.79,"BARC.20160620.LEHE.P10",13.79,"plant"
"lake","BARC","P6",2016,NA,"littoral","rake","Y","N",1.6,5.2,"submerged",NA,NA,NA,NA,NA,NA,"plant"
"lake","BARC","P9",2016,NA,"littoral","rake","Y","Y",1.6,1.7,"emergent","UTFL","Magnoliopsida",6.18,5.5,"BARC.20160620.UTFL.P9",5.5,"plant"
"lake","BARC","P9",2016,NA,"littoral","rake","Y","Y",1.6,1.7,"emergent","LEHE","Liliopsida",0.61,0.56,"BARC.20160620.LEHE.P9",0.56,"plant"
"lake","BARC","P9",2016,NA,"littoral","rake","Y","Y",1.6,1.7,"emergent","FUSC","Liliopsida",12.62,11.84,"BARC.20160620.FUSC.P9",11.84,"plant"
"lake","BARC","P9",2016,NA,"littoral","rake","Y","Y",1.6,1.7,"emergent","UNKALG",NA,3.27,2.76,NA,2.76,"plant"
"lake","BARC","P7",2016,NA,"littoral","rake","Y","Y",1.6,5.1,"submerged","2PLANT",NA,0.54,0.45,"BARC.20160620.JUNCUSCG.P7",0.45,"plant"
"lake","BARC","P7",2016,NA,"littoral","rake","Y","Y",1.6,5.1,"submerged","UTFL","Magnoliopsida",68.96,55.46,"BARC.20160620.UTFL.P7",55.46,"plant"
"lake","BARC","P7",2016,NA,"littoral","rake","Y","Y",1.6,5.1,"submerged","UNKALG",NA,11.05,7.85,NA,7.85,"plant"
"lake","BARC","P2",2016,NA,"littoral","rake","Y","Y",1.6,2.2,"emergent","2PLANT",NA,0.05,0.04,"BARC.20160620.JUNCUSCG.P2",0.04,"plant"
"lake","BARC","P2",2016,NA,"littoral","rake","Y","Y",1.6,2.2,"emergent","UTFL","Magnoliopsida",5.35,4.81,"BARC.20160620.UTFL.P2",4.81,"plant"
"lake","BARC","P2",2016,NA,"littoral","rake","Y","Y",1.6,2.2,"emergent","2PLANT",NA,0.01,0,NA,0,"plant"
"lake","BARC","P2",2016,NA,"littoral","rake","Y","Y",1.6,2.2,"emergent","UNKALG",NA,1.81,1.48,NA,1.48,"plant"
"lake","BARC","P2",2016,NA,"littoral","rake","Y","Y",1.6,2.2,"emergent","LEHE","Liliopsida",63.46,59.92,"BARC.20160620.LEHE.P2",59.92,"plant"
"lake","BARC","P2",2016,NA,"littoral","rake","Y","Y",1.6,2.2,"emergent","FUSC","Liliopsida",1.51,1.41,"BARC.20160620.FUSC.P2",1.41,"plant"
"lake","BARC","P1",2016,NA,"littoral","rake","Y","Y",1.6,5.1,"submerged","FUSC","Liliopsida",NA,NA,"BARC.20160620.FUSC.P1",NA,"plant"
"lake","BARC","P1",2016,NA,"littoral","rake","Y","Y",1.6,5.1,"submerged","UNKALG",NA,2.09,1.18,NA,1.18,"plant"
"lake","BARC","P1",2016,NA,"littoral","rake","Y","Y",1.6,5.1,"submerged","2PLANT",NA,0.07,0.06,"BARC.20160620.JUNCUSCG.P1",0.06,"plant"
"lake","BARC","P1",2016,NA,"littoral","rake","Y","Y",1.6,5.1,"submerged","UTFL","Magnoliopsida",4.54,3.59,"BARC.20160620.UTFL.P1",3.59,"plant"
"lake","BARC","P1",2017,NA,"littoral","rake","Y","Y",1.6,3.1,"submerged","UTRIC","Magnoliopsida",0,0,NA,0,"plant"
"lake","BARC","P2",2017,NA,"littoral","rake","Y","Y",1.6,4.4,"submerged","UNKALG",NA,NA,NA,NA,NA,"plant"
"lake","BARC","P2",2017,NA,"littoral","rake","Y","Y",1.6,4.4,"submerged","UTRIC","Magnoliopsida",0.16,0.13,"BARC.20170628.UTRIC.P2",0.13,"plant"
"lake","BARC","P3",2017,NA,"littoral","rake","Y","Y",1.6,0.9,"emergent","FUSC","Liliopsida",6.94,6.54,"BARC.20170628.FUSC.P3",6.54,"plant"
"lake","BARC","P3",2017,NA,"littoral","rake","Y","Y",1.6,0.9,"emergent","UTRIC","Magnoliopsida",1.43,1.22,"BARC.20170628.UTRIC.P3",1.22,"plant"
"lake","BARC","P3",2017,NA,"littoral","rake","Y","Y",1.6,0.9,"emergent","LEHE","Liliopsida",5.27,4.91,"BARC.20170628.LEHE.P3",4.91,"plant"
"lake","BARC","P4",2017,NA,"littoral","rake","Y","Y",1.6,3.8,"submerged","UTRIC","Magnoliopsida",0.72,0.6,"BARC.20170628.UTRIC.P4",0.6,"plant"
"lake","BARC","P4",2017,NA,"littoral","rake","Y","Y",1.6,3.8,"submerged","ISOET","Lycopodiopsida",0,0,NA,0,"plant"
"lake","BARC","P4",2017,NA,"littoral","rake","Y","Y",1.6,3.8,"submerged","ELBA2","Liliopsida",0.4,0.33,"BARC.20170628.ELBA2.P4",0.33,"plant"
"lake","BARC","P5",2017,NA,"littoral","rake","Y","Y",1.6,1.4,"emergent","LEHE","Liliopsida",23.61,21.65,"BARC.20170628.LEHE.P5",21.65,"plant"
"lake","BARC","P5",2017,NA,"littoral","rake","Y","Y",1.6,1.4,"emergent","UTRIC","Magnoliopsida",0.03,0.03,NA,0.03,"plant"
"lake","BARC","P6",2017,NA,"littoral","rake","Y","Y",1.6,3.7,"submerged","ELBA2","Liliopsida",0.15,0.13,"BARC.20170628.ELBA2.P6",0.13,"plant"
"lake","BARC","P6",2017,NA,"littoral","rake","Y","Y",1.6,3.7,"submerged","ISOET","Lycopodiopsida",0.04,0.03,NA,0.03,"plant"
"lake","BARC","P6",2017,NA,"littoral","rake","Y","Y",1.6,3.7,"submerged","UNKALG",NA,0.12,0.09,"BARC.20170628.MACROALGAE.P6",0.09,"plant"
"lake","BARC","P6",2017,NA,"littoral","rake","Y","Y",1.6,3.7,"submerged","UTRIC","Magnoliopsida",0.3,0.24,"BARC.20170628.UTRIC.P6",0.24,"plant"
"lake","BARC","P7",2017,NA,"littoral","rake","Y","Y",1.6,3.4,"submerged","UNKALG",NA,NA,NA,NA,NA,"plant"
"lake","BARC","P7",2017,NA,"littoral","rake","Y","Y",1.6,3.4,"submerged","UTRIC","Magnoliopsida",0.18,0.14,"BARC.20170628.UTRIC.P7",0.14,"plant"
"lake","BARC","P8",2017,NA,"littoral","rake","Y","Y",1.6,4.5,"submerged","ELBA2","Liliopsida",0.01,0.01,NA,0.01,"plant"
"lake","BARC","P8",2017,NA,"littoral","rake","Y","Y",1.6,4.5,"submerged","UTRIC","Magnoliopsida",0.43,0.3,"BARC.20170628.UTRIC.P8",0.3,"plant"
"lake","BARC","P8",2017,NA,"littoral","rake","Y","Y",1.6,4.5,"submerged","ISOET","Lycopodiopsida",0.12,0.06,NA,0.06,"plant"
"lake","BARC","P8",2017,NA,"littoral","rake","Y","Y",1.6,4.5,"submerged","UNKALG",NA,0.19,0.11,NA,0.11,"plant"
"lake","BARC","P9",2017,NA,"littoral","rake","Y","Y",1.6,0.7,"emergent","ISOET","Lycopodiopsida",0.02,0.01,NA,0.01,"plant"
"lake","BARC","P9",2017,NA,"littoral","rake","Y","Y",1.6,0.7,"emergent","LEHE","Liliopsida",6.94,6.54,"BARC.20170628.LEHE.P9",6.54,"plant"
"lake","BARC","P9",2017,NA,"littoral","rake","Y","Y",1.6,0.7,"emergent","FUSC","Liliopsida",0.1,0.09,NA,0.09,"plant"
"lake","BARC","P9",2017,NA,"littoral","rake","Y","Y",1.6,0.7,"emergent","UTRICSPP","Magnoliopsida",0.51,0.45,"BARC.20170628.UTRICSPP.P9",0.45,"plant"
"lake","BARC","P9",2017,NA,"littoral","rake","Y","Y",1.6,0.7,"emergent","ELBA2","Liliopsida",0.05,0.04,NA,0.04,"plant"
"lake","BARC","P10",2017,NA,"littoral","rake","Y","Y",1.6,1.9,"emergent","FUSC","Liliopsida",2.12,2,"BARC.20170628.FUSC.P10",2,"plant"
"lake","BARC","P10",2017,NA,"littoral","rake","Y","Y",1.6,1.9,"emergent","UTRIC","Magnoliopsida",0.11,0.1,NA,0.1,"plant"
"lake","BARC","P10",2017,NA,"littoral","rake","Y","Y",1.6,1.9,"emergent","LEHE","Liliopsida",46.54,44.01,"BARC.20170628.LEHE.P10",44.01,"plant"
"lake","BARC","P8",2018,NA,"littoral","rake","N",NA,1.6,6.8,NA,NA,NA,NA,NA,NA,NA,"plant"
"lake","BARC","P3",2018,NA,"littoral","rake","Y","Y",1.6,5.9,"submerged","ELBA2","Liliopsida",0.04,0.02,NA,0.02,"plant"
"lake","BARC","P10",2018,NA,"littoral","rake","Y","Y",1.6,NA,"submerged","ELBA2","Liliopsida",0.1,0.09,"BARC.20180709.ELBA2.P10",0.09,"plant"
"lake","BARC","P10",2018,NA,"littoral","rake","Y","Y",1.6,NA,"submerged","UTRIC","Magnoliopsida",NA,NA,"BARC.20180709.UTRIC.P10",NA,"plant"
"lake","BARC","P10",2018,NA,"littoral","rake","Y","Y",1.6,NA,"submerged","ISOETSPP","Lycopodiopsida",NA,NA,"BARC.20180709.ISOETSPP.P10",NA,"plant"
"lake","BARC","P10",2018,NA,"littoral","rake","Y","Y",1.6,NA,"submerged","UNKALG",NA,NA,NA,NA,NA,"plant"
"lake","BARC","P5",2018,NA,"littoral","rake","Y","Y",1.6,6.7,NA,"ELBA2","Liliopsida",0.01,0.01,NA,0.01,"plant"
"lake","BARC","P6",2018,NA,"littoral","rake","N",NA,1.6,6.6,NA,NA,NA,NA,NA,NA,NA,"plant"
"lake","BARC","P2",2018,NA,"littoral","rake","Y","Y",1.6,3.5,NA,"LEHE","Liliopsida",NA,NA,"BARC.20180709.LEHE.P2",NA,"plant"
"lake","BARC","P2",2018,NA,"littoral","rake","Y","Y",1.6,3.5,NA,"UTRICSPP","Magnoliopsida",1.94,1.67,"BARC.20180709.UTRICSPP.P2",1.67,"plant"
"lake","BARC","P2",2018,NA,"littoral","rake","Y","Y",1.6,3.5,NA,"UNKALG",NA,NA,NA,NA,NA,"plant"
"lake","BARC","P2",2018,NA,"littoral","rake","Y","Y",1.6,3.5,NA,"JUEF","Liliopsida",1.99,1.91,"BARC.20180709.JUEF.P2",1.91,"plant"
"lake","BARC","P7",2018,NA,"littoral","rake","Y","Y",1.6,4.9,NA,"UTRIC","Magnoliopsida",0.93,0.83,"BARC.20180709.UTRIC.P7",0.83,"plant"
"lake","BARC","P7",2018,NA,"littoral","rake","Y","Y",1.6,4.9,NA,"UNKALG",NA,NA,NA,NA,NA,"plant"
"lake","BARC","P7",2018,NA,"littoral","rake","Y","Y",1.6,4.9,NA,"ISOETSPP","Lycopodiopsida",NA,NA,"BARC.20180709.ISOETSPP.P7",NA,"plant"
"lake","BARC","P4",2018,NA,"littoral","rake","Y","Y",1.6,2,NA,"UNKALG",NA,NA,NA,NA,NA,"plant"
"lake","BARC","P4",2018,NA,"littoral","rake","Y","Y",1.6,2,NA,"LEHE","Liliopsida",NA,NA,"BARC.20180709.LEHE.P4",NA,"plant"
"lake","BARC","P4",2018,NA,"littoral","rake","Y","Y",1.6,2,NA,"UTRICSPP","Magnoliopsida",NA,NA,"BARC.20180709.UTRICSPP.P4",NA,"plant"
"lake","BARC","P4",2018,NA,"littoral","rake","Y","Y",1.6,2,NA,"FUSC","Liliopsida",NA,NA,"BARC.20180709.FUSC.P4",NA,"plant"
"lake","BARC","P4",2018,NA,"littoral","rake","Y","Y",1.6,2,NA,"ISOETSPP","Lycopodiopsida",0.01,0,NA,0,"plant"
"lake","BARC","P1",2018,NA,"littoral","rake","Y","Y",1.6,4,NA,"ISOETSPP","Lycopodiopsida",NA,NA,"BARC.20180709.ISOETSPP.P1",NA,"plant"
"lake","BARC","P1",2018,NA,"littoral","rake","Y","Y",1.6,4,NA,"ELBA2","Liliopsida",0,0,NA,0,"plant"
"lake","BARC","P1",2018,NA,"littoral","rake","Y","Y",1.6,4,NA,"UNKALG",NA,NA,NA,NA,NA,"plant"
"lake","BARC","P1",2018,NA,"littoral","rake","Y","Y",1.6,4,NA,"UTRIC","Magnoliopsida",0.48,0.43,"BARC.20180709.UTRIC.P1",0.43,"plant"
"lake","BARC","P9",2018,NA,"littoral","rake","Y","Y",1.6,4.3,NA,"ISOETSPP","Lycopodiopsida",2.37,2.16,"BARC.20180709.ISOETSPP.P9",2.16,"plant"
"lake","BARC","P9",2018,NA,"littoral","rake","Y","Y",1.6,4.3,NA,"UTRIC","Magnoliopsida",1.74,1.59,"BARC.20180709.UTRIC.P9",1.59,"plant"
"lake","BARC","P9",2018,NA,"littoral","rake","Y","Y",1.6,4.3,NA,"UNKALG",NA,0.64,0.46,NA,0.46,"plant"
"lake","BARC","P1",2019,NA,"littoral","quadrat, floating","Y","Y",0.25,4,"emergent","LEHE","Liliopsida",806.25,773.53,"BARC.20190709.LEHE.P1",773.53,"plant"
"lake","BARC","P1",2019,NA,"littoral","quadrat, floating","Y","Y",0.25,4,"emergent","UTPU","Magnoliopsida",5.72,5,"BARC.20190709.UTPU.P1",5,"plant"
"lake","BARC","P5",2019,NA,"littoral","rake","N",NA,1.6,6.6,NA,NA,NA,NA,NA,NA,NA,"plant"
"lake","BARC","P3",2019,NA,"littoral","rake","N",NA,1.6,7,NA,NA,NA,NA,NA,NA,NA,"plant"
"lake","BARC","P2",2019,NA,"littoral","rake","N",NA,1.6,7,NA,NA,NA,NA,NA,NA,NA,"plant"
"lake","BARC","P9",2019,NA,"littoral","rake","N",NA,1.6,5.2,NA,NA,NA,NA,NA,NA,NA,"plant"
"lake","BARC","P8",2019,NA,"littoral","rake","Y","Y",1.6,5.2,"submerged","ELVI4","Liliopsida",0.01,0.01,NA,0.01,"plant"
"lake","BARC","P6",2019,NA,"littoral","rake","Y","Y",1.6,4.8,"submerged","ELVI4","Liliopsida",0,0,NA,0,"plant"
"lake","BARC","P7",2019,NA,"littoral","quadrat, floating","Y","Y",0.25,4.1,"emergent","UTRIC","Magnoliopsida",172.23,151.43,"BARC.20190709.UTRIC.P7",151.43,"plant"
"lake","BARC","P7",2019,NA,"littoral","quadrat, floating","Y","Y",0.25,4.1,"emergent","ELEOCSPP","Liliopsida",0.12,0.11,NA,0.11,"plant"
"lake","BARC","P7",2019,NA,"littoral","quadrat, floating","Y","Y",0.25,4.1,"emergent","LEHE","Liliopsida",37.12,35.53,"BARC.20190709.LEHE.P7",35.53,"plant"
"lake","BARC","P10",2019,NA,"littoral","rake","Y","Y",1.6,2.9,"submerged","UTPU","Magnoliopsida",2.52,2.22,"BARC.20190709.UTPU.P10",2.22,"plant"
"lake","BARC","P10",2019,NA,"littoral","rake","Y","Y",1.6,2.9,"submerged","ELEOC","Liliopsida",27.9,24.72,"BARC.20190709.ELEOC.P10",24.72,"plant"
"lake","BARC","P10",2019,NA,"littoral","rake","Y","Y",1.6,2.9,"submerged","LEHE","Liliopsida",1.09,1.03,"BARC.20190709.LEHE.P10",1.03,"plant"
"lake","BARC","P10",2019,NA,"littoral","rake","Y","Y",1.6,2.9,"submerged","UTFL","Magnoliopsida",5.06,4.54,"BARC.20190709.UTFL.P10",4.54,"plant"
"lake","BARC","P4",2019,NA,"littoral","rake","Y","Y",1.6,3.7,"submerged","LEHE","Liliopsida",0.32,0.3,"BARC.20190709.LEHE.P4",0.3,"plant"
"lake","BARC","P4",2019,NA,"littoral","rake","Y","Y",1.6,3.7,"submerged","UTPU","Magnoliopsida",7.12,6.06,"BARC.20190709.UTPU.P4",6.06,"plant"
"lake","BARC","P4",2019,NA,"littoral","rake","Y","Y",1.6,3.7,"submerged","ELEOC","Liliopsida",3.77,3.52,"BARC.20190709.ELEOC.P4",3.52,"plant"
"lake","BARC","P4",2019,NA,"littoral","rake","Y","Y",1.6,3.7,"submerged","UTFL","Magnoliopsida",0.03,0.02,NA,0.02,"plant"
"lake","BARC","P8",2020,NA,"littoral","rake","Y","Y",1.6,1.4,"emergent","UTRICSPP","Magnoliopsida",4.18,3.8,"BARC.20200708.UTRICSPP.P8",3.8,"plant"
"lake","BARC","P8",2020,NA,"littoral","rake","Y","Y",1.6,1.4,"emergent","LEHE","Liliopsida",9.97,9.48,"BARC.20200708.LEHE.P8",9.48,"plant"
"lake","BARC","P8",2020,NA,"littoral","rake","Y","Y",1.6,1.4,"emergent","BRSC","Magnoliopsida",6.28,5.93,"BARC.20200708.BRSC.P8",5.93,"plant"
"lake","BARC","P8",2020,NA,"littoral","rake","Y","Y",1.6,1.4,"emergent","FUSC","Liliopsida",12.65,12,"BARC.20200708.FUSC.P8",12,"plant"
"lake","BARC","P2",2020,NA,"littoral","rake","Y","Y",1.6,0.4,"emergent","BRSC","Magnoliopsida",3.55,3.32,"BARC.20200708.BRSC.P2",3.32,"plant"
"lake","BARC","P2",2020,NA,"littoral","rake","Y","Y",1.6,0.4,"emergent","UTPU","Magnoliopsida",1.43,1.27,"BARC.20200708.UTPU.P2",1.27,"plant"
"lake","BARC","P2",2020,NA,"littoral","rake","Y","Y",1.6,0.4,"emergent","FUSC","Liliopsida",59.35,56,"BARC.20200708.FUSC.P2",56,"plant"
"lake","BARC","P2",2020,NA,"littoral","rake","Y","Y",1.6,0.4,"emergent","UTFL","Magnoliopsida",0.44,0.33,"BARC.20200708.UTFL.P2",0.33,"plant"
